	Query	UserId	ChatsNum	BotAnswersNum	HelpsNum	Date	QueryLen
7215	уведомление с октября	514496	1	1	0	2023-10-12	3
7216	Здравствуйте.	16415811	1	1	0	2023-10-12	1
7217	"Здравствуйте, необходимо ответить на протокол рабочей встречи с налоговым инспектором. Суть встречи такова: хотят чтобы мы возместили НДС, принятый к вычету от поставщика, которого они считают ""транзитной организацией"" за 2020,2021,и 2022 годы. Причем при проведении камеральных проверок по НДС за вышеуказанные периоды вопросов по этому поставщику не возникало. Помогите пожалуйста с ответом"	3220051	1	0	0	2023-10-12	54
7218	является ли размещение денежных средств в производные финансовые инструменты операциями регулируемыми ФЗ от 18.07.2011 №223-ФЗ О закупках товаров , работ, услуг...?	2290688	1	0	0	2023-10-12	23
7219	"Добрый день. Сотрудник, являющийся гражданином РФ трудоустроен на постоянной основе в организации, находящейся во Вьетнаме, а так же по совместительству в российской организации. Сотрудник фактически находится во Вьетнаме более 180 дней, т.е. является нерезидентом. Заработную плату от обеих организаций получает в безналичной форме. По итогам текущего 2023 года сумма начисленной и выплаченной ЗП в России превысит 5 млн. рублей, сумма начисленной и выплаченной ЗП во Вьетнаме так же превысит 5 млн. рублей в пересчете по курсу ЦБ. 
Каков порядок исчисления и уплаты НДФЛ с учетом Соглашения от 27.0"	3589286	1	0	0	2023-10-12	90
7220	Добрый день!	6674865	1	1	0	2023-10-12	2
7221	Если учредитель прощает долг по предоставленному займу, возникает ли доход у организации	415512	1	0	0	2023-10-12	12
7222	подскажите если работник принес справку на легкий труд и на этот период когда ему назначен легкий труд написал заявление на очередной отпуск, переносится ли период легкого труда на период после отпуска или нет и имеем ли мы право давать отпуск	288746	1	0	0	2023-10-12	40
7223	Добрый день! при подтверждении нулевой ставки при экспорте товара какие документы необходимо сдавать по мимо декларации НДС и запалённого раздела 4	20872491	1	0	0	2023-10-12	21
7224	Добрый день. Вопрос: в ООО 3 участника (75, 12,5. и 12,5) %. На собрании одобрили крупную сделку о продаже недвижимости 2 участника, суммарно 87,5% голосов. В учтаве написано, что решения принимаются большинством, не менее 2/3 голосов от общего числа голосов участников общества, если необходимость большего числа голосов не предусмотрена Федеральным законом. Правомочно ли решение?	3341874	1	0	0	2023-10-12	57
7225	Порядок выплаты компенсации по возмещению коммунальных услуг работникам дошкольных учреждений	5877369	1	0	0	2023-10-12	10
7226	Доброе утро! Сотрудник уволился. Через неделю приходит сообщение, что на него открыт больничный. Как проверить, нам ли его оплачивать или он уже устроен на новое место работы?	4026700	1	0	0	2023-10-12	27
7227	Добрый день! Подскажите? были внесены изменения в ГК РФ о квалификации на вновь создаваемые вещи как движимые так и недвижимые, исходя из универсального критерия- наличия о них в записи в ЕГРН	277048	1	0	0	2023-10-12	31
7228	тест	20552444	1	1	1	2023-10-12	1
7229	Добрый день. Помогите пожалуйста с решением вопроса. В организации сотруднику были выданы авансовые средства, но при увольнении их забыли удержать. Может ли бывший сотрудник сам внести денежные средства на счет организации с целью закрытия задолженности?	20609042	1	0	0	2023-10-12	35
7230	"Добрый день, подскажите пож.,где найти информацию по сл.ситуации ; наше предприятие открывает счет в ПСБ ( промсвязьбанк) для того , чтобы воспользоваться услугой банка - обратным эквайрингом.( т.е. возможностью с расчетного счета через личный кабинет отправлять оплату за лом физическим лицам безналичными перечислениями). Открыли счет с минимумом документов, но чтобы подключить и настроить данную услугу нам напривили перечень документов , необходимых для предоставления :1) Выписки со всех сторонних банков с 01.04.2023 по текущую дату;
2) Декларацию по НДС за 2 кв. 2023 г.;
3) Книги покупок и п"	2370949	1	0	0	2023-10-12	88
7231	Если у работника в первой части з/п сумма 2500, соответственно я не смогла сделать из них вычет на двоих детей и 13 процентов, во второй части у нее 2643, с этой суммы я вычитаю 13 процентов п.н. Вопрос правильно ли я делаю	19508309	1	0	0	2023-10-12	44
7232	добрый день, единственный учредитель ООО другое ООО, кто является бенефициарным владельцем организации? Директор или другое ООО?	608475	1	0	0	2023-10-12	16
7233	"Добрый день.
Есть вопрос по применению ФСБУ 14/2022.
Согласно законодательству, один раз в четыре года организация обязана разработать паспорт безопасности опасных производственных объектов. Наша организация для разработки такого паспорта заключает договор со сторонней организацией. Расходы учитываются на 97 сч как расходы будущих периодов и списываются в течении срока действия паспорта.
Как мы должны учитывать подобные расходы с 01.01.2024г? Это будет относиться к НМА?"	407381	1	0	0	2023-10-12	66
7234	Здравствуйте! В какие сроки необходимо перечислить НДФЛ с дивидендов?	2887609	1	1	1	2023-10-12	9
7235	Можно ли ИП работать на патенте в магазине Республике Крым общей площадью 164кв.м. Торговая площадь 130 кв.м	2095912	1	0	0	2023-10-12	19
7236	Добрый день, до сих пор не получен ответ	18919993	1	0	0	2023-10-12	8
7237	передайте экспертам пожалуйста	3670501	1	0	0	2023-10-12	3
7238	Здравствуйте! Может ли директор оформить отпуск без сохранения зарплаты?	287977	1	0	0	2023-10-12	9
7239	Добрый день! Организация на УСН доходы подала уточненную декларацию. Была проведена камеральная проверка и вынесено решение. Пока решение не вступило в силу была подана вторая уточненная декларация. По этой декларации налоговая насчитала нам пени, объяснив тем, что она считается первичной и налог не был уплачен в бюджет. Правомерно это и можно пересчитать пени и вернуть!	12494070	1	0	0	2023-10-12	55
7240	здравствуйте	19823795	1	1	1	2023-10-12	1
7241	это всё в общем .а конкретно по моему вопросу нет пошаговой калькуляции .	2400627	1	0	0	2023-10-12	12
7242	отчетность за 3 кв	2003445	1	1	1	2023-10-12	4
7243	Просьба отправить вопрос юристам	921887	1	0	0	2023-10-12	4
7244	вы не ответили на мой вопрос: каким документом отменена обязанность применять документы, которые утверждены госкомстатом- !	684036	1	0	0	2023-10-12	15
7245	Физ.лицо выдало займ другому физическому лицу, оба являются ИП.	2813395	1	1	0	2023-10-12	10
7246	НДФЛ 2023	16466532	1	1	1	2023-10-12	2
7247	ОЧЕНЬ много переписки- на один маленький вопрос!	684036	1	0	0	2023-10-12	7
7248	Здравствуйте, уточните, плииз, как правильно оформить рко на выдачу зар.платы сотрудникам по ведомости. Нужно ли указывать, что деньги получает, например директор или кассир выдает сам себе и по ведомости далее сотрудникам?	831242	1	0	0	2023-10-12	32
7249	Доброе утро. Какие возможности для отсрочки платежа по налогам имеются у предприятия-должника после получения уведомления о взыскании?	6542428	1	0	0	2023-10-12	18
7250	Добрый день! Каков порядок подтверждения нулевой ставки НДС в ИФНС при реализации товара в страны ЕАЭС?	616922	1	0	0	2023-10-12	16
7251	Добрый день	5070388	1	1	0	2023-10-12	2
7252	Доброе утро! подскажите пожалуйста сотрудник уходит в отпуск 12.10.23 когда выплатить опускные? я выплачиваю 06.10.2023 или можно 09.10.2023	1512058	1	0	0	2023-10-12	24
7253	Доброе утро! подскажите, пожалуйста - может ли ООО выдать другому ООО займ без процентов? есть ли налоговые последствия у данного действия?	20286579	1	0	0	2023-10-12	20
7254	Уведомления с октября	20441517	1	1	1	2023-10-12	3
7255	Добрый день! Прошу помощи в отражении в БУ и НУ поставок материалов от поставщика при наличии транспортных накладных за несколько дней августа 2023 к упд на общее кол-во от 30.09.2023г.	2876139	1	0	0	2023-10-12	33
7256	Здравствуйте. В накладных единица измерения может ли быть в упаковках.	114676	1	0	0	2023-10-12	10
7257	Добрый день! Прошу пояснить какие изменения в части вычетов по НДС по авансам в декларации по НДС.Спасибо.	18561591	1	0	0	2023-10-12	18
7258	барабан удачи	3536586	1	1	1	2023-10-12	2
7259	"Добрый день, уважаемые эксперты! обращаюсь с вопросом к вам, надо ли в УПД на оказание услуг транспортных перевозок, в графе ндс ставить не прочерк, а именно слова ""Без НДС"" ИП не является плательщиком НДС работает на патенте, покупатели выразили такое пожелание, законно ли это требование, спасибо"	666068	1	0	0	2023-10-12	46
7260	% оплаты больничного при страховом стаже работника 7 лет ?	17263443	1	1	1	2023-10-12	8
7261	Доброе утро! Как начисляются страховые взносы по сотруднику в месяце, когда облагаемая база по страховым взносам превысила 1 917 000 рублей в организации МСП?	3796493	1	0	0	2023-10-12	24
7262	Доброе утро! Подскажите, пжл., мы провели спецоценку рабочих мест, выявлены классы - 2, и 3.1 вредный . Вопрос: должны ли мы платить страховые взносы еще по доптарифу плюсом к основному тарифу! Или это относится только для тех , у кого особые условия труда (горячий стаж)?	775617	1	0	0	2023-10-12	43
7263	если компания купила авто какой налог надо заплатить ?	2734244	1	0	0	2023-10-12	8
7264	спасибо большое .. вы мне очень помоогли.	19477385	1	1	1	2023-10-12	6
7265	Можно ли отказаться от налогового вычета по земельному налогу на 6 соток?	4459234	1	0	0	2023-10-12	12
7266	Доброе утро	4665432	1	1	1	2023-10-12	2
7267	Как оплачивать патент на реквизиты ИФНС по месту регистрации, как указано в квитанциях при получении или на ЕНСчет?	6779995	1	0	0	2023-10-12	18
7268	Добрый день. Подскажите пожалуйста ИП продал зерно (просо). Какие нужны документы сейчас декларация, сертификация? Какие последствия будут если он продажа сделал без регистрации фгис зерно?	14699558	1	0	0	2023-10-12	25
7269	штраф гибдд идет в расходы?	1751322	1	1	0	2023-10-12	5
7270	изменения октября	5620177	1	1	1	2023-10-12	2
7271	Здравствуйте! Как поступит налоговая ,если у ИП без работников на ЕНС положительное ,но небольшое сальдо и есть деньги в резерве, а придет налог на землю, снимет деньги с ЕНС и возмет из резерва на погашение налога на землю ?	194764	1	0	0	2023-10-12	38
7272	Доброе утро, подскажите как поступить в след. ситуации: сотрудник в очередном оплачиваемом отпуске с 07.10.23 . 25.09.23 он получил отпускные. 11.10.23 принес заявление на увольнение с 12.10.23. Как это отразить? Ведь отпускные выплачены полностью, а отпуск еще не закончился.	3656555	1	0	0	2023-10-12	46
7273	Спасибо	1622877	1	1	1	2023-10-12	1
7274	Здравствуйте! Может ли налоговый агент при выплате сумм иностранному контрагенту переносить вычет по счет-фактуре частями на следующие периоды?	2038917	1	0	0	2023-10-12	19
7275	Добрый день. Уволен сотрудник с организации, в течении месяца устроился совместителем на другую организацию и заболел. Кто должен оплачивать больничный: организация с которой он был уволен или та в которой он работает совместителем?	804890	1	0	0	2023-10-12	33
7276	Доброе утро , подскажите пожалуйста если на момент несчастного случая , директор был в отпуске, какой нужен приказ передачи право подписи ?	8708357	1	0	0	2023-10-12	19
7277	Добрый день! ИП принял на работу наемных работников по трудовым договорам. Раньше надо было вставать на учет самостоятельно в ФСС, чтобы штрафа не было и чтобы №ФСС на несч случай получить. Сейчас вроде бы нет такой обязанности, СФР должен сам зарегистрировать пр подаче СЗВ_ТД при приеме на работу сотрудников, но реально этот механизм не работает. Могут ли нас оштрафовать за непостановку в ФСС, в ФСС звонила , они говорят, делайте заявление о регистрации через госуслуги ИП. Но там есть только вариант зарегистрировать не от ИП , а от физлица, не являющегося ИП. Боюсь отправлять это заявление.	3982755	1	0	0	2023-10-12	94
7278	справочник отчетности за 9 месяцев	1663209	1	1	1	2023-10-12	5
7279	сдача енп с 1 октября	4233952	1	1	1	2023-10-12	5
7280	если исправляем в счет-фактуре стоимость и количество то выставляем корректировочный счет-фактуру,а если в первоначальном документе ,вместо двух наименований прописано одно, нужно исправленный?	10205472	1	0	0	2023-10-12	25
7281	Добрый день. Сотрудница находиться в отпуске по уходу за ребенком до 1,5 лет, она хочет выйти на работу раньше. При этом у нас работает ее мама. Сотрудница которая родила, хочет оставшуюся часть отпуска перенести на маму, а сама выйти на работу. Можно ли так сделать и если да, то какие документы для этого потребуются?	1660819	1	0	0	2023-10-12	55
7282	"Доброе утро !
как отразить перенос сальдо в расчетах с поставщиком"	2974860	1	0	0	2023-10-12	10
7283	Здравствуйте! Вопрос: при заполнении РСВ в среднесписочную численность что отразить если в организации есть только внешние совместители и выплаты по договорам ГПХ	2136505	1	0	0	2023-10-12	22
7284	Справочник отчетность	18222655	1	1	1	2023-10-12	2
7285	здравствуйте	15492579	1	1	0	2023-10-12	1
7286	Добрый день ,наша организация хочет платить Именные стипендии , студентам подшефного колледжа ,налогообложение таких стипендий и как отразить в отчетности .	454494	1	0	0	2023-10-12	19
7287	Доброе утро! Транспортная компания, перевыставляет документы на услуги перевозки груза нашей компании от своего имени, при этом в декларации по НДС она показывает данные услуги в разделе 11. Как данные услуги должна проходить в нашей декларации по НДС?	6154263	1	0	0	2023-10-12	38
7288	Доброе утро. Облагается ли платная парковка во время командировки НДФЛ и взносами? Сотрудник едет до аэропорта на свей машине, оставляет ее на парковке, улетает в командировку.	14581782	1	0	0	2023-10-12	26
7289	а где ответ то?	2487350	1	0	0	2023-10-12	4
7290	Добрый день.	407253	1	1	0	2023-10-12	2
7291	Добрый день, должен ли сотрудник возвращать неизрасходованные суточные в командировке?	18740308	1	0	0	2023-10-12	10
7292	изменения 2023	11249561	1	1	1	2023-10-12	2
7293	добрый день	4562824	1	1	0	2023-10-12	2
7294	доброго времени суток. КС запретил наказывать за налоговую оптимизацию?	932021	1	0	0	2023-10-12	9
7295	Добрый день, сделайте пожалуйста подборку по всем видам премий, какими документами закреплять ,образцы документов, как рассчитывать (формулы),их налогообложение. Так же все виды стимулирующих выплат аналогично первому вопросу.А так же компенсациионных.	1909087	1	0	0	2023-10-12	32
7296	Добрый день. Индийский перевозчик доставил самолетом груз в Россию, выставляют только инвойс. Достаточно ли этого документа .чтобы принять в расходы?	19047135	1	0	0	2023-10-12	20
7297	тест	6378645	1	1	1	2023-10-12	1
7298	организация является плательщиком НДС, сдала судно в аренду не на территории рф, возникает ли в данном случаи ндс	20851948	1	0	0	2023-10-12	18
7299	"Здравствуйте! скажите пожалуйста если есть спец оценка труда по СОУТ но у работников нет права на досрочное
назначение трудовой пенсии по старости., должны ли мы платить доп.тариф по СОУТ или нет ?"	18771449	1	0	0	2023-10-12	32
7300	добрый день . Подскажите пож.та : Были предположения, что в отчете 6 НДФЛ в Реестре не надо будет указывать сумму налога перечисленную. С какого периода и будет ли вообще такое изменение.	1549394	1	0	0	2023-10-12	30
7301	Здравствуйте!	16727452	1	1	0	2023-10-12	1
7302	Доброе утро. Федеральным законом от 18.03.2023 г. №59-ФЗ ратифицирован договор между Российской Федерацией и Азербайджанской Республикой о сотрудничестве в области пенсионного обеспечения, подписанный в городе Баку 26 апреля 2022 года. С какого момента вступает в действие сам договор?	232898	1	0	0	2023-10-12	41
7303	выдавать зарплату сотрудника можно другому физ ицу на основании нотариально заверенной доверенности?	8677835	1	1	0	2023-10-12	12
7304	Добрый день! Какими отчетными документами подтвердить расходы подотчетного лица по оплате госпошлины за оформление загранпаспорта через сайт госуслуги?	17859990	1	0	0	2023-10-12	18
7305	Добрый день.	387851	1	1	0	2023-10-12	2
7306	Доброе утро!	4398827	1	1	0	2023-10-12	2
7307	чек лист октябрь	4858524	1	1	1	2023-10-12	3
7308	Добрый день! Ситуация: у ген.директора сумма зарплаты за 2023 г 4 млн.руб, в октябре ему были начислены диведенты на сумму 3 млн.руб. Вопрос: дивиденты облагаются ндфл отдельно от заработной платы или база для ндфл - это заработная плата+сумма дивидентов??	16890123	1	0	0	2023-10-12	42
7309	Добрый день! Подскажите по отчету РСВ за 9 мес. если нет иностранцев ,заключивших ин. договора можно ли сдать старую форму?	1710914	1	0	0	2023-10-12	20
7310	новый воинский учет	7596419	1	0	0	2023-10-12	3
7311	Здравствуйте. В сентябре 2023г, у ИП уволились все работники, нужно подавать персонифицированные сведения?	390063	1	1	0	2023-10-12	13
7312	налогы сверх доходов	411297	1	0	0	2023-10-12	3
7313	Добрый день! Вопрос: в компании работает совместитель, нужно ли подавать отчетность в военкомат по такому сотруднику?	4017620	1	0	0	2023-10-12	16
7314	доброе утро, передайте пож телефон для Колосовой Н.А. +7 916-1717-036	20565495	1	0	0	2023-10-12	13
7315	цифровой рубль	18909933	1	1	1	2023-10-12	2
7316	Добрый день! политика компании выплата зарплаты по проекту с банком на карты, сотрудник заявляет производить выплаты по ЗП в кассе предприятия наличными средствами. Законно ли требование работника и за счет каких средств производится оплата комиссии за снятие наличных в банке? возможно ли удержание комиссии банка из ЗП сотрудника?	8256787	1	0	0	2023-10-12	48
7317	Добрый день!Нужно ли проходить медкомиссию при устройстве на работу повару с действующей медицинской книжкой?	18473844	1	0	0	2023-10-12	15
7318	добрый день! при сменном графике работы, можно ли ставить смены внахлест у двух сотрудников, чтобы не платить ночные?	5509242	1	0	0	2023-10-12	18
7319	изменения в октябре 2023г.	14707864	1	0	0	2023-10-12	4
7320	Добрый день. Сотрудник прислал предписание военкомата о заключении добровольного контракта на прохождение военной службы на период 12 месяцев. Предписание от 10 октября , прислал 12 октября. Какие кадровые мероприятия необходимо осуществить ?	3614725	1	0	0	2023-10-12	30
7321	Тест	566536	1	1	1	2023-10-12	1
7322	Добрый день. Подскажите пожалуйста ответ на такой вопрос. 26.09 (это 3 квартал) нам пришел аванс, могу ли я выписать счет фактуру на аванс 01.10 (4 квартал), ссылаясь на П. 3 ст. 168 НК - счёт фактуру на аванс не позднее 5 календарных дней с момента получения	13476110	1	0	0	2023-10-12	47
7323	индексация	20932504	1	1	1	2023-10-12	1
7324	Добрый день! Сотрудник сообщил, что ему назначили пенсию. но продолжает работать. Какие отчеты в фонды необходимо подать работодателю в таком случае?	17181626	1	0	0	2023-10-12	21
7325	Добрый день, у нас случился потоп для получения страховки надо подготовить инвентаризацию и акт о порче. Подскажите какие документы в инвентаризации нужны при испорченном товаре.	9367264	1	0	0	2023-10-12	25
7326	ООО Ромашка выдало займ ООО Березке. Сейчас Ромашка хочет простить займ березке. В расходе по налогу на прибыль Ромашка не сможет отразить прощение долга?	2736579	1	0	0	2023-10-12	24
7327	Добрый день, какие документы запросить у самозянятого, чтобы закрыть аванс по выполненным работам	12214506	1	0	0	2023-10-12	13
7328	Здравствуйте, при регистрации ИП какие документы подать, чтобы не открывать расчетный счет, а им была банковская карта?	4514868	1	0	0	2023-10-12	17
7329	Добрый день. Как отразить в учете суммы ЕНП за свое дочернее предприятие?	580951	1	0	0	2023-10-12	12
7330	Доброе утро.Подскажите пожалуйста нужно подавать уведомления на имущественные налоги,на фиксированный платеж	600667	1	0	0	2023-10-12	13
7331	Добрый день. Организация-банкрот продала акции с убытком.. Отражение в в БУ и НУ?	432814	1	0	0	2023-10-12	14
7332	Добрый день. Пришлите информацию по вариантам базы распределения косвенных расходов для учёта в рамках исполнения договоров по гособоронзаказ. Особенно интересует методика по базе по материальным затратам.	7220552	1	0	0	2023-10-12	26
7333	добрый день	18525920	1	1	1	2023-10-12	2
7334	"Добрый день""! Интересует именно регламент прохождения платежей. По вашей ссылке не могу скачать документ, т.к.доступа у меня к источнику, откуда ссылка, нет"	19652888	1	0	0	2023-10-12	24
7335	аванс в отпуске	11854497	1	1	1	2023-10-12	3
7336	изменение октября	11726834	1	1	1	2023-10-12	2
7337	Добрый день! Мы применяем УСН. Купили товар на маркетплейс. Как учесть поступление этого товара и расчет за него в 1с, чтобы товар попал в книгу покупок?	1798840	1	0	0	2023-10-12	26
7338	справочник отчетность	18222103	1	1	1	2023-10-12	2
7339	если не пробить ндс в чеке ?	15816183	1	0	0	2023-10-12	6
7340	инветаризация	20938085	1	0	0	2023-10-12	1
7341	НОВЫЙ ВОИНСКИЙ УЧЕТ	1540303	1	0	0	2023-10-12	3
7342	добрый день	379449	1	1	1	2023-10-12	2
7343	Добрый день! Подскажите как рассчитать авансовый платеж по земельному налогу за 3 квартал если в середине месяца один объект поделили на 2 участка.	4159705	1	0	0	2023-10-12	23
7344	где найти сервис по определению кода выполняемой функции по ОКЗ. не могу найти	2952212	1	1	1	2023-10-12	13
7345	Доброе утро! Увеличение стоимости товаров в продавца по доп.соглашению как отразить в налоговом учете? Реализация прошла в 4 кваратале 2022, 1 и 2 квартале 2023. Доп.соглашение от июля 2023.	2012544	1	0	0	2023-10-12	31
7346	"Просим предоставить разъяснения по следующему вопросу:
Общество (применяет ОСН) по договору приобрело право на заключение договора аренды земельного участка с НДС у муниципалитета. НДС был принят к вычету в полном объеме.
Далее был заключен договор аренды. Общий срок аренды по договору аренды составляет 46 лет. 
С января 2024 года общество переходит с ОСН на УСН.
Обязано ли общество восстанавливать НДС если до 31.12.2023 арендованные земельные участки использовались в операциях, облагаемых НДС, а с 01.01.2024 используются в операциях, не облагаемых НДС? Если нужно восстанавливать Н"	558174	1	0	0	2023-10-12	88
7347	Спасибо Юлия ,ответ на 5.	682554	1	0	0	2023-10-12	5
7348	Добрый день	9604797	1	1	1	2023-10-12	2
7349	"Добрый день! Организация ООО на ОСНО - резидент РФ выдает процентный займ организации ООО - нерезиденту, которая находится в Таджикистане. ООО-резидент РФ является учредителем компании-нерезидента (100% доля в уставном капитале. Нас интересует вопрос: ""Порядок оформления, выдача и погашение процентного займа иностранной организацией. Бухгалтерский и налоговый учет по вышеописанному займу. Должна ли организация-резидент РФ информировать контролирующие органы по вышеописанному займу, если да, то какие?"""	1978904	1	0	0	2023-10-12	64
7350	как добавить людей в обучение	20939827	1	0	0	2023-10-12	5
7351	Добрый день, организация хочет сделать подарок ребенку, родитель которого не является нашим сотрудником. Это не благотворительность. Подарок к празднику. Нужно ли такой подарок облагать НДФЛ? страховыми взносами?	7230825	1	0	0	2023-10-12	27
7352	енс	17284131	1	1	1	2023-10-12	1
7353	Здравствуйте, вопрос как отразить в учете расходы по доставке лизингового имущества с последующим выкупом?	1602601	1	0	0	2023-10-12	14
7354	добрый день !	8870614	1	1	0	2023-10-12	2
7355	Спасибо большое!	775617	1	1	1	2023-10-12	2
7356	Добрый день! агент заключает договор поставки с поставщиком от имени принципала чья печать в договоре агента или принципала?	18058293	1	0	0	2023-10-12	18
7357	Можно ли уменьшить псн на налоги до их фактической уплаты?	3118013	1	1	1	2023-10-12	10
7358	Добрый день! какие риски если юрлицо выдает займ ниже ключевой ставки?	1768178	1	0	0	2023-10-12	11
7359	Добрый день! Согласно воин. учету при увольнении сотрудника ООО обязано уведомить военкомат?	17103911	1	0	0	2023-10-12	12
7360	Здравствуйте, с кем можно связаться по поводу скидки при оплате за несколько месяцев?	6738900	1	0	0	2023-10-12	13
7361	Если в течении месяца у самозанятого отсцтсвует доход, должен ли физ.лицо платит налог с доходов?	2880220	1	0	0	2023-10-12	16
7362	Добрый день! Можно ли не выводить на печать столбцы сч-ф, относящиеся к прослеживаемым товарам, если отгрузка не прослеживаемых товаров	4652524	1	0	0	2023-10-12	20
7363	добрый день! нужно ли платить ндс с платежа от ИП	20209982	1	0	0	2023-10-12	10
7364	Добрый день!	8496238	1	1	0	2023-10-12	2
7365	День добрый. Скажите пожалуйста. За второй квартал по УСН (доходы минус расходы ) по организации был убыток. Но налог заплатили. Как поступить в третьем квартале ?	3471662	1	0	0	2023-10-12	24
7366	тест	4288484	1	1	1	2023-10-12	1
7367	Добрый день. Подскажите пожалуйста организация на УСН доходы минус расходы, лизинговый платеж за транспорт приходит с НДС, предприятие в расходы включает сумму лизингового платежа без НДС? или всю сумму с НДС	18726081	1	0	0	2023-10-12	31
7368	Добрый день! У работника в месяце перерасчет по б/л. В итоге вышла отрицательная сумма. При подаче Персониф. отчетности за этот меся у сотрудника стоит ноль, т.к отрицат сумма не имеет права быть в персонифиц. отчете. В связи с этим теперь происходит разница налогооблагаемой базы в 4ФСС и РСВ. В 4ФСС эта сумму минусуется от общей налоговой базы, а в РСВ нет. Как правильно заполнить отчетность?	2251451	1	0	0	2023-10-12	67
7369	Здравствуйте, вопрос по расчёту больничных. Работник не предоставил справки о размере заработной платы с предыдущего места работы. Первый больничный был в июне, расчёт был без учёта заработной платы с пред. места работы. В октябре второй больничный, В сведениях с СФР появились данные о заработанной плате с пред. места работы. Мы включили в расчёт эти данные. Надо ли пересчитывать первый больничный?	2135922	1	0	0	2023-10-12	60
7370	Добрый день	18691046	1	1	0	2023-10-12	2
7371	"Как рассчитать ставку по статье 269 по долговому обязательству, оформленному в евро, - от ставки €STR в евро, увеличенной на 4 процентных пункта, до ставки €STR в евро, увеличенной на 7 процентных пунктов (от 0 процентов до ставки €STR в евро, увеличенной на 7 процентных пунктов, на период с 1 января 2020 года по 31 декабря 2023 года);
Статья 269. Особенности учета процентов по долговым обязательствам в целях налогообложения
Налоговый кодекс РФ. Часть вторая"	3816628	1	0	0	2023-10-12	73
7372	Добрый день, привлечение граждан с узбекистана для трудовой деятельности в России (по договору). Требования и учет?	17651084	1	0	0	2023-10-12	16
7373	добрый день	19731608	1	1	0	2023-10-12	2
7374	"Добрый день
ИП УСН доходы (без работников) подано уведомление на аванс налога по УСН (сумма к уплате положительная) без учета уменьшения на страховые взносы. Сумма налога списана с ЕНС
Надо ли подавать уведомление с корректировкой начисления аванса по УСН?
Как вернуть переплату, если в четвертом квартале у ИП доходов не будет?"	5967842	1	0	0	2023-10-12	51
7375	Добрый день! Помогите пожалуйста в вопросе. Необходимо доначислить налог на землю в 2023 году. Исчислили авансовый платеж по налогу на землю в 1 и во 2 квартале 2023 года по неверной кадастровой стоимости. Как необходимо доначислить налог на землю в 3 квартале 2023 года?	20067687	1	0	0	2023-10-12	44
7376	Добрый день. Может ли организация отказаться в ответе на запрос соцстраха отказаться от выплаты больничного	18818000	1	0	0	2023-10-12	15
7377	Добрый день. Работник написал заявление на выплату материальной помощи в связи со смертью сожителя. Никаких документов, подтверждающих родство и справки о смерти нет. Нужно ли облагать сумму материальной помощи страховыми взносами и НДФЛ?	15993667	1	0	0	2023-10-12	33
7378	"День добрый! Нужна консультация по вопросу отражения в налоговом и бухгалтерском учете корректировочного УПД уменьшающего сумму расходов за прошлый год и НДС. 
07.09.2023г. поставщиком был выписан корректировочный УПД на уменьшение выполненных СМР к счет-фактуре от 06.10.2022г., в т.ч. уменьшается и сумма НДС, принятая к зачету за 4 кв. 2022 году. К корректировочному УПД прилагался акт по форме КС-3 и КС-2, уменьшение суммы СМР на 2016597,60 руб., в т.ч. НДС 336099,60 руб. Уменьшение суммы затрат не повлияет на сумму налога на прибыль, так как за 2022 год получен убыток в р"	12075808	1	0	0	2023-10-12	101
